urbrur,hhsize,statocc,rooms,bedrooms,phone,cell,car,bicycle,motorcycle,refrigerator,tv,radio,bank,deaths_12m,exp_01,exp_02,exp_03,exp_04,exp_05,exp_06,exp_07,exp_08,exp_09,exp_10,exp_11,exp_12,tot_exp,tot_food,share_food,pc_exp,quint_nat,hhweight_x,popweight,hhweight_y,num_children,num_elderly,average_age,housing_density,dependency_ratio,employment_rate,house_quality_score,house_modernity_score,lifestyle_score,polygamous,living_conditions_level_score,highest_edu_lvl,avg_cmr,unstability_index,womens_empowerment_index,disability_count,unique_religions,health_Data Not Available_per_household,health_Healthy Weight_per_household,health_Obese_per_household,health_Overweight_per_household,health_Underweight_per_household,health_Very Underweight_per_household,num_male,num_female,marstat_1_per_household,marstat_2_per_household,marstat_3_per_household,marstat_4_per_household,migrate_0_per_household,migrate_10_per_household,migrate_11_per_household,migrate_12_per_household,migrate_20_per_household,migrate_30_per_household,migrate_99_per_household,occupation_0_per_household,occupation_1_per_household,occupation_2_per_household,occupation_3_per_household,occupation_4_per_household,occupation_5_per_household,occupation_6_per_household,occupation_7_per_household,occupation_8_per_household,occupation_9_per_household,occupation_10_per_household,occupation_11_per_household,industry_0_per_household,industry_1_per_household,industry_2_per_household,industry_3_per_household,industry_4_per_household,industry_5_per_household,industry_6_per_household,industry_7_per_household,industry_8_per_household,industry_9_per_household,industry_10_per_household,industry_11_per_household,industry_12_per_household,industry_13_per_household,industry_14_per_household,industry_15_per_household,percent_literate,total_children_born
2,5,1,5,3,1,1,1,1,0,1,1,1,1,0.0,5467,57,1360,8067,1514,1004,3912,2000,741,2354,567,1581,28624,5467,0.1909999996423721,5724.7998046875,5,381.8599893720663,1909.2999468603311,381.8599893720663,1,0,38.0,0.625,0.25,0.4,11,33,18,False,75.42857142857143,10,0.0,9.0,0.25,0,1,5,0,0,0,0,0,1,4,2,3,0,0,1,0,0,0,1,0,3,3,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,100.0,4.0
2,1,2,1,1,0,1,0,0,0,1,1,0,1,0.0,1502,62,335,2281,237,130,505,369,103,58,578,479,6639,1502,0.2259999960660934,6639.0,5,322.9722008679479,322.9722008679479,322.9722008679479,0,0,45.0,0.5,0.0,1.0,10,24,10,False,108.0,8,0.0,3.0,2.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,1.0
2,4,2,4,2,0,1,0,0,1,1,0,1,1,0.0,7165,58,1305,4491,2278,904,2073,445,1178,706,114,1044,21761,7165,0.3289999961853027,5440.25,5,277.44040563280487,1109.7616225312197,277.44040563280487,2,0,16.5,0.6666666666666666,1.0,0.5,12,33,12,False,37.2,10,0.0,10.0,0.5,0,1,2,2,0,0,0,0,2,2,2,2,0,0,0,0,1,0,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,100.0,2.0
2,2,1,1,1,0,1,0,0,0,1,1,1,1,0.0,2986,116,330,1950,224,100,348,360,120,101,349,481,7465,2986,0.4000000059604645,3732.5,4,268.3340465857763,536.6680931715526,268.3340465857763,0,0,34.0,1.0,0.0,1.0,9,23,11,False,53.0,9,,8.0,1.0,2,1,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,100.0,0.0
2,1,1,1,0,0,1,0,0,0,0,1,0,1,0.0,1029,220,410,628,292,32,286,339,183,39,199,317,3974,1029,0.2590000033378601,3974.0,4,322.9722008679479,322.9722008679479,322.9722008679479,0,0,53.0,1.0,0.0,1.0,10,17,7,False,44.0,8,,3.0,0.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100.0,0.0
2,2,1,1,1,0,0,0,0,0,0,0,0,0,0.0,2120,74,495,2425,159,151,343,110,118,194,502,612,7303,2120,0.2899999916553497,3651.5,4,268.3340465857763,536.6680931715526,268.3340465857763,0,0,23.5,1.0,0.0,0.5,12,32,0,False,49.0,7,,5.0,0.0,0,1,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.0,0.0
2,2,1,3,2,1,1,1,0,0,1,1,1,1,1.0,3196,49,658,8231,1526,541,2609,1679,578,331,663,1072,21133,3196,0.1509999930858612,10566.5,5,270.7624089983172,541.5248179966344,270.7624089983172,0,1,66.5,0.4,1.0,0.5,11,33,17,False,47.142857142857146,9,0.3333333333333333,4.0,0.0,0,1,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,3.0
2,2,1,5,3,1,0,0,0,0,1,1,1,0,0.0,2659,25,219,6844,435,360,323,924,151,49,108,461,12558,2659,0.2119999974966049,6279.0,5,289.5822176955097,579.1644353910194,289.5822176955097,0,2,68.5,0.25,2.0,0.0,11,33,7,False,22.666666666666668,7,0.3333333333333333,6.0,0.0,0,1,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,3.0
2,1,1,5,1,0,1,0,0,0,1,1,1,1,0.0,1342,43,327,5154,490,246,537,606,269,39,258,456,9767,1342,0.1369999945163726,9767.0,5,388.5379860065539,388.5379860065539,388.5379860065539,0,1,70.0,0.16666666666666666,1.0,0.0,12,33,11,False,48.0,7,,3.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0
2,2,2,1,1,0,0,0,0,0,1,1,1,0,1.0,2118,35,343,2146,167,121,408,109,77,92,264,540,6420,2118,0.3300000131130218,3210.0,4,268.3340465857763,536.6680931715526,268.3340465857763,0,0,24.5,1.0,0.0,1.0,12,25,6,False,53.0,9,,4.0,1.0,0,1,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,100.0,0.0
2,2,1,7,2,1,1,1,0,0,1,1,1,1,0.0,5172,37,557,8204,3023,1109,2493,1515,1625,160,109,1260,25264,5172,0.2049999982118606,12632.0,5,289.5822176955097,579.1644353910194,289.5822176955097,0,2,68.0,0.2222222222222222,2.0,0.0,12,33,17,False,27.9,11,0.0,5.5,0.0,0,1,2,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,2.0
2,4,1,2,1,1,1,1,0,1,1,1,1,1,0.0,3997,54,1300,4992,1132,534,3854,1335,650,1135,702,1437,21122,3997,0.1889999955892563,5280.5,5,277.44040563280487,1109.7616225312197,277.44040563280487,2,0,23.5,1.3333333333333333,1.0,0.5,11,33,20,False,29.571428571428577,9,0.0,5.0,1.0,0,1,2,2,0,0,0,0,2,2,2,2,0,0,0,0,3,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,100.0,2.0
2,2,2,1,1,0,1,0,0,0,1,1,1,1,0.0,2853,163,703,2566,502,253,1016,750,351,163,733,773,10826,2853,0.2639999985694885,5413.0,5,271.3694996014525,542.738999202905,271.3694996014525,0,0,51.0,1.0,0.0,0.5,9,33,11,False,58.0,8,0.0,6.0,0.0,0,1,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.0,1.0
2,9,1,5,3,0,1,0,1,0,1,1,1,1,0.0,8778,292,905,5581,586,336,1667,362,721,1097,968,558,21851,8778,0.4020000100135803,2427.888916015625,3,314.47293242405453,2830.2563918164906,314.47293242405453,4,0,27.333333333333332,1.125,0.8,0.7777777777777778,11,21,12,False,26.897546897546896,9,0.0,18.5,0.0,1,1,9,0,0,0,0,0,3,6,5,4,0,0,0,5,0,0,3,0,1,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.88888888888889,12.0
2,2,1,7,4,1,1,1,0,0,1,1,1,1,0.0,5682,41,557,11868,2992,1017,2692,1708,1412,139,187,1451,29746,5682,0.1909999996423721,14873.0,5,289.5822176955097,579.1644353910194,289.5822176955097,0,1,66.0,0.18181818181818182,1.0,0.5,12,30,17,False,54.15384615384615,6,,5.0,0.0,0,1,2,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0
2,1,1,1,1,0,1,0,0,0,1,0,0,0,0.0,1602,16,214,3418,210,212,331,307,68,36,199,386,6999,1602,0.2290000021457672,6999.0,5,289.5822176955097,289.5822176955097,289.5822176955097,0,1,72.0,0.5,1.0,1.0,12,33,5,False,40.0,6,,3.0,2.0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,0.0
2,4,1,4,2,1,1,1,0,0,1,1,1,1,1.0,4204,87,759,7208,1170,694,3953,2064,698,640,413,1432,23322,4204,0.1800000071525573,5830.5,5,381.8599893720663,1527.439957488265,381.8599893720663,0,1,52.5,0.6666666666666666,0.3333333333333333,0.5,11,33,17,False,66.0,8,0.0,4.0,1.0,0,1,4,0,0,0,0,0,3,1,2,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,100.0,1.0
2,3,1,3,1,0,1,0,0,0,1,0,1,0,0.0,2915,20,438,4456,242,246,323,351,114,369,219,712,10405,2915,0.2800000011920929,3468.333251953125,4,388.5379860065539,1165.6139580196618,388.5379860065539,1,1,49.333333333333336,0.75,2.0,0.6666666666666666,12,31,6,False,20.242424242424242,6,0.1,8.0,0.0,0,1,3,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,66.66666666666666,10.0
2,6,1,9,3,1,1,1,1,1,1,1,1,1,0.0,8129,144,2965,12980,2967,1287,8447,3542,2102,4183,1730,2854,51330,8129,0.1580000072717666,8555.0,5,277.44040563280487,1664.6424337968292,277.44040563280487,2,0,19.333333333333332,0.5,0.5,0.16666666666666666,11,33,21,False,66.66666666666666,10,0.0,14.0,0.0,0,1,5,1,0,0,0,0,2,4,4,2,0,0,1,0,0,0,5,0,0,5,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80.0,3.0
2,2,1,1,0,1,1,0,0,0,1,1,1,1,0.0,1648,13,208,3109,364,224,295,700,107,47,137,389,7241,1648,0.2280000001192093,3620.5,4,270.7624089983172,541.5248179966344,270.7624089983172,0,2,70.5,2.0,2.0,0.0,11,33,12,False,14.0,7,1.0,2.0,0.0,0,1,2,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,1.0
2,2,1,3,1,0,0,0,0,0,1,1,1,0,0.0,1678,12,133,3541,128,181,156,164,43,21,53,267,6377,1678,0.2630000114440918,3188.5,4,388.5379860065539,777.0759720131078,388.5379860065539,0,2,74.5,0.5,2.0,0.0,11,33,6,False,20.0,7,0.0,6.0,0.0,0,1,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,5.0
2,1,1,1,1,0,0,0,0,0,0,0,1,0,0.0,567,37,133,1639,66,27,51,28,41,16,148,96,2849,567,0.1990000009536743,2849.0,4,289.5822176955097,289.5822176955097,289.5822176955097,0,0,60.0,0.5,0.0,1.0,10,32,1,False,106.0,8,,3.0,0.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0
2,2,1,3,2,0,0,1,0,0,1,1,1,1,0.0,5855,38,618,5086,1635,535,3129,299,1233,186,160,846,19620,5855,0.2980000078678131,9810.0,5,256.1922345230715,512.384469046143,256.1922345230715,0,0,52.0,0.4,0.0,0.0,12,23,14,False,122.5,8,0.0,4.0,0.0,0,1,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,3.0
2,1,1,4,3,0,0,0,0,0,1,0,1,0,0.0,1257,30,222,3527,137,103,211,180,90,69,159,347,6332,1257,0.1990000009536743,6332.0,5,271.3694996014525,271.3694996014525,271.3694996014525,0,0,56.0,0.14285714285714285,0.0,0.0,12,33,4,False,343.0,1,,1.5,1.0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
2,3,2,2,2,0,0,0,0,0,1,1,1,0,0.0,2388,69,327,2141,128,116,390,74,97,156,157,543,6586,2388,0.3630000054836273,2195.333251953125,3,268.3340465857763,805.0021397573289,268.3340465857763,0,0,38.333333333333336,0.75,0.0,0.3333333333333333,11,16,6,False,48.444444444444436,6,0.14285714285714285,7.0,1.0,0,1,3,0,0,0,0,0,2,1,2,0,0,1,0,0,1,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100.0,7.0
2,3,1,3,2,1,1,1,0,0,1,1,1,1,0.0,3658,22,439,5747,935,791,1350,1338,321,227,142,891,15861,3658,0.231000006198883,5287.0,5,388.5379860065539,1165.6139580196618,388.5379860065539,1,0,45.0,0.6,0.5,0.0,12,33,17,False,56.36363636363636,8,0.0,8.0,0.0,0,1,3,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,3.0
2,4,1,6,2,0,1,1,0,0,1,1,1,1,0.0,4734,83,1770,7173,1277,654,4762,1279,1037,2568,941,1532,27810,4734,0.1700000017881393,6952.5,5,381.8599893720663,1527.439957488265,381.8599893720663,2,0,26.75,0.5,1.0,0.0,11,33,16,False,40.0,10,0.0,12.0,0.0,0,1,4,0,0,0,0,0,3,1,2,2,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,2.0
2,1,3,2,1,0,0,0,0,0,0,0,1,0,0.0,1412,112,115,1161,87,55,150,22,36,16,88,120,3374,1412,0.4180000126361847,3374.0,4,322.9722008679479,322.9722008679479,322.9722008679479,0,0,58.0,0.3333333333333333,0.0,1.0,7,23,1,False,123.0,7,,3.0,0.0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.0,0.0
2,8,1,1,1,0,1,0,0,0,0,1,0,0,0.0,8938,100,891,2491,624,480,724,498,422,533,1099,695,17495,8938,0.5109999775886536,2186.875,3,314.47293242405453,2515.7834593924363,314.47293242405453,3,2,33.875,4.0,1.6666666666666667,0.25,9,23,4,False,6.794117647058823,9,0.2222222222222222,19.5,0.16666666666666666,1,1,6,1,0,0,0,1,2,6,4,2,1,1,0,1,1,0,6,0,0,6,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,66.66666666666666,12.0
2,1,1,1,0,0,1,0,0,0,1,1,1,1,0.0,933,57,406,900,566,64,303,230,324,70,76,746,4675,933,0.2000000029802322,4675.0,5,322.9722008679479,322.9722008679479,322.9722008679479,0,0,36.0,1.0,0.0,1.0,9,34,11,False,64.0,8,,2.0,2.0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0.0
2,2,3,2,1,1,1,0,0,0,1,1,1,1,0.0,2525,47,550,3561,580,267,769,1341,421,319,379,787,11546,2525,0.2189999967813491,5773.0,5,256.1922345230715,512.384469046143,256.1922345230715,0,0,31.5,0.6666666666666666,0.0,0.5,12,33,12,False,93.0,9,,6.0,0.0,1,1,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100.0,0.0
2,5,1,3,2,1,1,1,1,1,1,1,1,1,0.0,5099,63,1414,5629,1052,723,3105,1797,837,2449,544,1491,24203,5099,0.210999995470047,4840.60009765625,5,381.8599893720663,1909.2999468603311,381.8599893720663,2,0,23.0,1.0,0.6666666666666666,0.4,12,33,21,False,42.00000000000001,9,0.0,11.5,0.5,0,1,5,0,0,0,0,0,3,2,3,2,0,0,0,1,0,0,2,0,2,3,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,100.0,3.0
2,2,1,3,1,0,0,0,0,0,1,1,1,1,0.0,1511,24,237,2313,142,116,269,152,93,77,116,401,5451,1511,0.2770000100135803,2725.5,4,256.1922345230715,512.384469046143,256.1922345230715,0,0,56.5,0.5,0.0,0.5,12,33,9,False,118.0,6,0.0,5.0,0.0,0,2,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50.0,2.0
2,1,2,1,1,0,0,0,0,0,0,0,0,0,0.0,654,79,131,374,140,22,88,41,38,15,395,96,2073,654,0.3149999976158142,2073.0,3,322.9722008679479,322.9722008679479,322.9722008679479,0,0,24.0,0.5,0.0,1.0,7,10,0,False,54.0,9,,4.0,0.0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100.0,0.0
2,4,3,3,1,0,1,1,0,0,1,1,1,1,0.0,3587,42,927,3879,511,477,2210,655,368,746,317,1162,14881,3587,0.2409999966621399,3720.25,4,277.44040563280487,1109.7616225312197,277.44040563280487,2,0,16.25,1.0,1.0,0.25,12,33,16,False,31.75,8,0.0,7.0,0.0,1,1,3,1,0,0,0,0,2,2,2,2,0,0,0,0,2,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100.0,2.0
2,3,1,3,2,1,0,1,0,0,1,1,1,1,2.0,3826,43,467,5729,591,446,1941,842,189,214,282,769,15339,3826,0.248999997973442,5113.0,5,388.5379860065539,1165.6139580196618,388.5379860065539,0,1,61.333333333333336,0.6,0.5,0.0,11,24,15,False,45.45454545454545,9,0.0,6.0,0.0,0,1,3,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,2.0
2,2,1,4,3,1,1,1,0,0,1,1,1,1,0.0,3455,56,751,9586,1727,641,2957,1949,736,408,669,1210,24145,3455,0.1430000066757202,12072.5,5,388.5379860065539,777.0759720131078,388.5379860065539,0,0,44.5,0.2857142857142857,0.0,1.0,11,33,17,False,248.5,9,0.0,4.0,2.0,2,1,2,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,100.0,1.0
