rooms,exp_02,exp_03,exp_04,exp_05,exp_06,exp_07,exp_08,exp_09,exp_10,exp_11,exp_12,share_food,pc_exp,quint_nat,num_children,housing_density,house_quality_score,house_modernity_score,lifestyle_score,living_conditions_level_score,highest_edu_lvl,occupation_4_per_household,occupation_5_per_household,occupation_6_per_household,industry_1_per_household,industry_6_per_household,industry_11_per_household,percent_literate,statocc_2,urbrur_2
0.21052631578947367,0.0525830258302583,0.3580809434467971,0.3252425197494986,0.29088419405320814,0.5069053708439898,0.2780115540974253,0.44004400440044006,0.18558513309894528,0.3176788124156545,0.1714110805019896,0.2325684678016284,0.14953270386571432,0.15100824413594935,1.0,0.1,0.05421270718232044,0.8,0.96875,0.8571428571428571,0.04829294859132571,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
0.0,0.05719557195571955,0.08335566872152239,0.08841226310834595,0.04107981220657277,0.059846547314577996,0.03501890022109693,0.08118811881188119,0.025364138623807132,0.007827260458839407,0.17477808386899296,0.0694300518134715,0.19626167071519673,0.17757620450524741,1.0,0.0,0.04281767955801105,0.7,0.6875,0.47619047619047616,0.06944405568959823,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
0.15789473684210525,0.05350553505535055,0.34333958724202623,0.17887110638123693,0.44033646322378717,0.4557544757033248,0.14685115184366307,0.09790979097909791,0.2953289804118534,0.09527665317139002,0.03275176002448729,0.15307179866765358,0.3337783587970601,0.14273882134125743,1.0,0.2,0.058011049723756904,0.9000000000000001,0.96875,0.5714285714285714,0.023468228154932182,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
0.0,0.1070110701107011,0.08201554543017958,0.07486390241905774,0.03853677621283255,0.04450127877237851,0.02382141074103131,0.07920792079207921,0.029633350075339026,0.013630229419703103,0.1046831955922865,0.0697261287934863,0.42857142857142866,0.09310917287551902,0.75,0.0,0.08839779005524862,0.6,0.65625,0.5238095238095237,0.03372837045786613,0.8,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0,1
0.0,0.2029520295202952,0.10345751809166442,0.02075232286848676,0.05183881064162754,0.009718670076726343,0.01939947222024107,0.07458745874587458,0.045454545454545456,0.005263157894736842,0.05876951331496786,0.045447816432272393,0.2403204250980953,0.10012750700198708,0.75,0.0,0.08839779005524862,0.7,0.46875,0.3333333333333333,0.027883985601764513,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
0.0,0.06826568265682656,0.12623961404449208,0.09430641398223567,0.025821596244131457,0.07058823529411765,0.023464802795806292,0.0242024202420242,0.02913108990457057,0.026180836707152495,0.15151515151515152,0.08911917098445596,0.28170892722492763,0.09075519745421919,0.75,0.0,0.08839779005524862,0.9000000000000001,0.9375,0.0,0.031130866077376522,0.6000000000000001,0.0,0.2,0.0,0.0,0.2,0.0,1.0,0,1
0.10526315789473684,0.045202952029520294,0.1699276333422675,0.3319553026892063,0.29323161189358377,0.270076726342711,0.18507952357178517,0.3694169416941694,0.14465092918131595,0.0446693657219973,0.20079583715947352,0.15721687638786083,0.09612815611291937,0.29171495101333555,1.0,0.0,0.03370165745856354,0.8,0.96875,0.8095238095238095,0.029924881900720634,0.8,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0,1
0.21052631578947367,0.023062730627306273,0.05226480836236934,0.2751831689247268,0.07981220657276997,0.17749360613810738,0.022038371014906213,0.2033003300330033,0.03741838272225013,0.006612685560053981,0.03091521273339455,0.06676535899333827,0.1775700839754038,0.16711409152169254,1.0,0.0,0.020027624309392266,0.8,0.96875,0.3333333333333333,0.014030628905819941,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
0.21052631578947367,0.03966789667896679,0.08121147145537388,0.20600875936310425,0.09057120500782473,0.11918158567774935,0.03730119107053705,0.13333333333333333,0.06705173279758915,0.005263157894736842,0.07682889501071319,0.06602516654330126,0.07743656937312628,0.26848034176235747,1.0,0.0,0.012430939226519331,0.9000000000000001,0.96875,0.5238095238095237,0.03048148998225412,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
0.0,0.03228782287822878,0.08549986598767087,0.08288649666407433,0.027386541471048513,0.05524296675191815,0.028100706083731546,0.023982398239823982,0.01883475640381718,0.012415654520917679,0.07866544230180593,0.07846039970392302,0.3351134948724637,0.0779245783368873,0.75,0.0,0.08839779005524862,0.9000000000000001,0.71875,0.2857142857142857,0.03372837045786613,0.8,0.0,0.2,0.0,0.0,0.2,0.0,1.0,1,1
0.3157894736842105,0.03413284132841328,0.14285714285714285,0.330850149400352,0.5860719874804381,0.5606138107416879,0.17680621924256473,0.3333333333333333,0.40758412857860377,0.021592442645074223,0.031221303948576674,0.1850481125092524,0.16822429060550725,0.35174132425648164,1.0,0.0,0.017495395948434623,0.9000000000000001,0.96875,0.8095238095238095,0.01742903047029384,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
0.05263157894736842,0.04981549815498155,0.3419994639506835,0.1993778396299783,0.21615805946791863,0.26649616368286444,0.27387490193281505,0.29372937293729373,0.16273229532898043,0.15317139001349528,0.2127333945515764,0.21125092524056255,0.14686247150438936,0.13809625870480496,1.0,0.2,0.11878453038674033,0.8,0.96875,0.9523809523809523,0.018514416229284146,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
0.0,0.1503690036900369,0.18198874296435272,0.1000777700462527,0.09291862284820032,0.1227621483375959,0.07146423222309392,0.16501650165016502,0.08764439979909594,0.021997300944669364,0.22222222222222224,0.11295336787564766,0.2469959861066668,0.14194689751125222,1.0,0.0,0.08839779005524862,0.6,0.96875,0.5238095238095237,0.036975250933478136,0.7000000000000001,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1,1
0.21052631578947367,0.2693726937269373,0.23612972393460196,0.22348655396831893,0.10935054773082942,0.1652173913043478,0.1178945866913915,0.07964796479647965,0.1805625313912607,0.14804318488529014,0.2941536577900214,0.08112509252405625,0.4312416609327537,0.05519531576373425,0.5,0.4,0.09979281767955803,0.8,0.59375,0.5714285714285714,0.01677806138907951,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0,1
0.3157894736842105,0.03782287822878229,0.14285714285714285,0.4808235438582129,0.5800078247261345,0.5135549872122762,0.1909992154625205,0.3757975797579758,0.354093420391763,0.01875843454790823,0.055096418732782364,0.21332346410066616,0.14953270386571432,0.41686797757911065,1.0,0.0,0.013812154696132596,0.9000000000000001,0.875,0.8095238095238095,0.034477650567622746,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
0.0,0.014760147601476014,0.050924685071026536,0.13495149605010026,0.0357981220657277,0.10179028132992327,0.022608943727266243,0.06754675467546754,0.016574585635359115,0.0048582995951417,0.05876951331496786,0.055662472242783124,0.20026701925718432,0.1880383174888023,1.0,0.0,0.04281767955801105,0.9000000000000001,0.96875,0.23809523809523808,0.025286481221274904,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
0.15789473684210525,0.08025830258302583,0.19699812382739212,0.2900822725226147,0.22359154929577466,0.3483375959079284,0.2809357392482705,0.4541254125412541,0.17478653942742342,0.08636977058029689,0.12427303336394245,0.21051073279052554,0.1348464656679088,0.15408004242968043,1.0,0.0,0.058011049723756904,0.8,0.96875,0.8095238095238095,0.042170259694457354,0.7000000000000001,0.0,0.2,0.0,0.0,0.2,0.0,1.0,0,1
0.10526315789473684,0.01845018450184502,0.11096220852318414,0.1774385002660554,0.042057902973395934,0.11918158567774935,0.022038371014906213,0.07722772277227723,0.02812656956303365,0.04979757085020243,0.06489133761861034,0.10392301998519615,0.2683578052077848,0.08543211075172825,0.75,0.1,0.06560773480662985,0.9000000000000001,0.90625,0.2857142857142857,0.012456383826735327,0.5000000000000001,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.6666666666666666,0,1
0.42105263157894735,0.13284132841328414,0.7882605199678371,0.5263394867176947,0.5751173708920188,0.6516624040920715,0.6014549604165181,0.7793179317931793,0.527373179306881,0.5645074224021592,0.5273951637588001,0.4210214655810511,0.10547396937755689,0.23325789471772276,1.0,0.2,0.04281767955801105,0.8,0.96875,1.0,0.04260317709120561,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0,1
0.0,0.011992619926199261,0.04931653712141517,0.1223036306332119,0.06592331768388107,0.10792838874680306,0.020041366521646103,0.154015401540154,0.02636865896534405,0.006342780026990553,0.039791857973676154,0.05610658771280533,0.1989319030765218,0.0898542932806353,0.75,0.0,0.17955801104972377,0.8,0.96875,0.5714285714285714,0.00840270274809246,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
0.10526315789473684,0.01107011070110701,0.029214687751273116,0.13998608325488107,0.019757433489827857,0.08593350383631713,0.010127665644390558,0.03608360836083608,0.010296333500753391,0.0028340080971659917,0.014080195898377718,0.0380458919319023,0.24566088982074535,0.07729975770036945,0.75,0.0,0.04281767955801105,0.8,0.96875,0.2857142857142857,0.01229895931882687,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,1
0.0,0.03413284132841328,0.029214687751273116,0.062134173795587576,0.007629107981220658,0.007161125319693095,0.002638898794665145,0.00616061606160616,0.009794073329984934,0.0021592442645074223,0.04315886134067952,0.012731310140636564,0.16021361341627333,0.06743340392837813,0.75,0.0,0.04281767955801105,0.7,0.9375,0.047619047619047616,0.06814530349935342,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
0.10526315789473684,0.03505535055350553,0.15920664701152507,0.20322541033932298,0.3145539906103286,0.2670076726342711,0.22216674987518722,0.06578657865786579,0.309141135107986,0.025101214574898785,0.046831955922865015,0.12376017764618802,0.29238985667022777,0.2697299830353932,1.0,0.0,0.03370165745856354,0.9000000000000001,0.65625,0.6666666666666666,0.07886000906887305,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
0.15789473684210525,0.027675276752767528,0.05306888233717502,0.13941304080880848,0.021517996870109548,0.04603580562659846,0.014050353041865773,0.039603960396039604,0.022099447513812157,0.009311740890688258,0.046525864707682885,0.04988897113249445,0.16021361341627333,0.16865434704427146,1.0,0.0,0.010260457774269923,0.9000000000000001,0.96875,0.19047619047619047,0.22204743804336266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
0.05263157894736842,0.06365313653136531,0.08121147145537388,0.08268183864761981,0.019757433489827857,0.0526854219948849,0.026816917480921475,0.01628162816281628,0.023857358111501758,0.021052631578947368,0.04591368227731864,0.07890451517394523,0.37917222936062117,0.048436916784880074,0.5,0.0,0.06560773480662985,0.8,0.4375,0.2857142857142857,0.0307701015800863,0.5000000000000001,0.25,0.0,0.0,0.0,0.0,0.0,1.0,1,1
0.10526315789473684,0.02029520295202952,0.1112302331814527,0.23028120011460848,0.17762128325508608,0.3979539641943734,0.09528564296412526,0.29438943894389435,0.08011049723756906,0.030634278002699054,0.04132231404958678,0.1304219096965211,0.20293725161850928,0.13828515796700802,1.0,0.1,0.051933701657458566,0.9000000000000001,0.96875,0.8095238095238095,0.035912635505096026,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
0.2631578947368421,0.07656826568265683,0.467971053336907,0.28864966640743317,0.2445226917057903,0.3278772378516624,0.33863490478567865,0.2814081408140814,0.2599196383726771,0.3465587044534413,0.28588919498010407,0.22531458179126573,0.12149532375602483,0.18668696122842646,1.0,0.2,0.04281767955801105,0.8,0.96875,0.7619047619047619,0.025286481221274904,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
0.05263157894736842,0.1033210332103321,0.024390243902439025,0.04256886742253694,0.011737089201877934,0.021483375959079284,0.009699736110120535,0.00484048404840484,0.008538422903063789,0.0021592442645074223,0.024793388429752067,0.01628423390081421,0.4526034800338717,0.08269065202939564,0.75,0.0,0.027624309392265192,0.4,0.65625,0.047619047619047616,0.07918469711643425,0.6000000000000001,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0,1
0.0,0.09225092250922509,0.23237737871884212,0.09700789979943514,0.11678403755868544,0.23887468030690534,0.050638328221952786,0.10957095709570956,0.1054746358613762,0.07192982456140351,0.3342516069788797,0.10140636565507032,0.5767689864143688,0.048191107930499605,0.5,0.30000000000000004,0.36187845303867405,0.6,0.65625,0.19047619047619047,0.0037233750038280925,0.8,0.0,0.4,0.0,0.0,0.0,0.0,0.6666666666666666,0,1
0.0,0.0525830258302583,0.1023854194585902,0.0318857189636118,0.10543818466353677,0.02608695652173913,0.020611939234006133,0.050605060506050605,0.08086388749372175,0.009446693657219972,0.021120293847566578,0.10895632864544781,0.16154872959693584,0.12049956589496474,1.0,0.0,0.08839779005524862,0.6,1.0,0.5238095238095237,0.04087150750421255,0.7000000000000001,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0,1
0.05263157894736842,0.04335793357933579,0.14098097024926293,0.1408047153206991,0.10817683881064163,0.12992327365728898,0.05384779972897796,0.29504950495049503,0.10522350577599197,0.04304993252361673,0.11386593204775022,0.11502590673575129,0.18691587734530019,0.1524090104948071,1.0,0.0,0.058011049723756904,0.9000000000000001,0.96875,0.5714285714285714,0.059703414262762204,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
0.10526315789473684,0.058118081180811805,0.37255427499329935,0.22545127092628217,0.20050860719874805,0.3631713554987212,0.22045503173810713,0.3953795379537954,0.20969362129583127,0.3304993252361673,0.16437098255280075,0.21924500370096225,0.1762349677947413,0.1253121407054298,1.0,0.2,0.08839779005524862,0.9000000000000001,0.96875,1.0,0.026585233411519714,0.8,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0,1
0.10526315789473684,0.02214022140221402,0.05708925221120343,0.08972207441365478,0.02249608763693271,0.0526854219948849,0.018187005206476002,0.03344334433443344,0.022852837769964843,0.01039136302294197,0.033363942454851546,0.05788304959289415,0.26435247656053834,0.06384431794651972,0.75,0.0,0.04281767955801105,0.9000000000000001,0.96875,0.42857142857142855,0.07593781664082225,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,1
0.0,0.07287822878228782,0.028678638434735997,0.010355695632597927,0.022104851330203443,0.004603580562659846,0.00527779758933029,0.00902090209020902,0.009040683073832247,0.0020242914979757085,0.11876339149066421,0.012731310140636564,0.3150867720572672,0.044881738163826526,0.5,0.0,0.04281767955801105,0.4,0.25,0.0,0.03437774655298853,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
0.10526315789473684,0.038745387453874534,0.24202626641651032,0.1538209651672056,0.09467918622848201,0.2373401534526854,0.15662220954282863,0.14411441144114412,0.09191361125062783,0.10067476383265857,0.09488827670645852,0.170540340488527,0.2162883736356523,0.09275317041982861,0.75,0.2,0.08839779005524862,0.9000000000000001,0.96875,0.7619047619047619,0.01992912843651509,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0,1
0.10526315789473684,0.03966789667896679,0.11873492361297239,0.22954443125537227,0.11032863849765259,0.22148337595907924,0.13743670208972256,0.18525852585258526,0.046961325966850834,0.028879892037786774,0.08417508417508417,0.11236121391561806,0.22696928318621118,0.1332284700249565,1.0,0.0,0.051933701657458566,0.8,0.6875,0.7142857142857142,0.028828532649215276,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
0.15789473684210525,0.05166051660516605,0.19485392656124362,0.387417625148377,0.33255086071987483,0.32122762148337597,0.20989943655944654,0.4288228822882288,0.18432948267202412,0.055060728744939266,0.20263238445056628,0.1776461880088823,0.08544726645710145,0.33548145699454013,1.0,0.0,0.023283346487766376,0.8,0.96875,0.8095238095238095,0.1606813970542957,0.8,0.0,0.2,0.0,0.0,0.2,0.2,1.0,0,1
0.05263157894736842,0.04981549815498155,0.08228357008844814,0.08124923253243829,0.04401408450704226,0.06086956521739129,0.03216603665929677,0.02596259625962596,0.03365143144148669,0.012415654520917679,0.05325987144168962,0.07786824574389341,0.35246994553685307,0.08200770854296914,0.75,0.0,0.058011049723756904,0.8,0.625,0.42857142857142855,0.04996277283592617,0.7000000000000001,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0,1
0.05263157894736842,0.0507380073800738,0.15438220316269097,0.22315910114199172,0.22769953051643194,0.14884910485933503,0.1600456458169888,0.2976897689768977,0.1840783525866399,0.03225371120107962,0.19344964799510256,0.14922279792746113,0.044058744435528,0.44148300451541894,1.0,0.0,0.027624309392265192,0.9000000000000001,0.96875,0.8095238095238095,0.13957667396281764,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
0.05263157894736842,0.04335793357933579,0.16456714017689628,0.16736932585649378,0.15669014084507044,0.16265984654731455,0.18643463376364025,0.24994499449944993,0.12079357106981417,0.040620782726045884,0.17294153657790023,0.13589933382679498,0.12016020757536235,0.19634988502573753,1.0,0.0,0.04281767955801105,0.9000000000000001,0.65625,0.9523809523809523,0.07723656883106705,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
0.05263157894736842,0.045202952029520294,0.2666845349772179,0.11448569440464983,0.03990610328638498,0.13196930946291557,0.03936951715284217,0.07216721672167216,0.0527373179306881,0.20539811066126853,0.10284664830119375,0.11324944485566248,0.30040051396472056,0.027633782453438147,0.25,0.5,0.17955801104972377,0.9000000000000001,0.71875,0.5714285714285714,0.00821084162907902,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.875,0,1
0.05263157894736842,0.028597785977859776,0.17609220048244437,0.08530146125823748,0.019366197183098594,0.06547314578005115,0.018472291562656017,0.015181518151815182,0.025113008538422903,0.1592442645074224,0.07499234771962045,0.08393782383419689,0.3257677015025673,0.014886714932849945,0.0,0.4,0.24033149171270718,0.9000000000000001,0.6875,0.23809523809523808,0.00723677748639542,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
0.0,0.12546125461254612,0.10426159206647012,0.030166591625393965,0.04694835680751174,0.02301790281329923,0.028457314028956567,0.06974697469746975,0.11074836765444501,0.008771929824561403,0.10988674625038261,0.046039970392301996,0.1762349677947413,0.119337108896792,1.0,0.0,0.04281767955801105,0.6,0.9375,0.38095238095238093,0.07593781664082225,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
0.05263157894736842,0.03782287822878229,0.07745912623961404,0.13315050550530064,0.0418622848200313,0.036317135549872114,0.01419299621995578,0.06006600660066006,0.02837769964841788,0.019568151147098516,0.09519436792164064,0.07846039970392302,0.15086782004637683,0.18815456318861956,1.0,0.0,0.027624309392265192,0.6,0.90625,0.3333333333333333,0.11035474968230954,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
0.05263157894736842,0.021217712177121772,0.06727418922540873,0.10494863083786991,0.027777777777777776,0.06342710997442455,0.020754582412096143,0.03476347634763476,0.023103967855349072,0.01282051282051282,0.04530149984695439,0.07194670614359733,0.27369826993043483,0.07788098619945583,0.75,0.0,0.058011049723756904,0.9000000000000001,0.96875,0.23809523809523808,0.057755285977394995,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
0.0,0.12638376383763839,0.19404985258643795,0.10327043510294297,0.07863849765258216,0.08644501278772378,0.0652592539761786,0.1438943894389439,0.07232546459065797,0.029959514170040485,0.16590143862871137,0.1464100666173205,0.2670227089218633,0.14158362969932325,1.0,0.0,0.08839779005524862,0.8,0.96875,0.5238095238095237,0.03827400312372294,0.6000000000000001,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,1.0,0,1
0.0,0.03966789667896679,0.15706244974537656,0.20060578772870533,0.19072769953051644,0.12838874680306903,0.16040225376221381,0.20484048404840483,0.10145655449522854,0.04021592442645074,0.1916131007040098,0.11843079200592153,0.14419225903780536,0.20425459261331233,1.0,0.0,0.08839779005524862,0.8,0.96875,0.7142857142857142,0.04411838797982456,0.9,0.25,0.2,0.0,0.0,0.2,0.2,1.0,0,1
0.0,0.02214022140221402,0.0785312248726883,0.04899512913920838,0.00782472613458529,0.018925831202046033,0.009699736110120535,0.0055005500550055,0.009794073329984934,0.038056680161943315,0.04224058769513315,0.041894892672094744,0.35113484925093164,0.024548429019967014,0.0,0.1,0.1339779005524862,0.9000000000000001,0.28125,0.09523809523809523,0.008510932097279525,0.6000000000000001,0.0,0.2,0.0,0.0,0.2,0.0,0.6666666666666666,1,1
0.15789473684210525,0.01107011070110701,0.0150093808630394,0.13929024599893577,0.019366197183098594,0.03734015345268542,0.005063832822195279,0.02596259625962596,0.01330989452536414,0.001484480431848853,0.009182736455463728,0.025018504811250925,0.07209612454521734,0.1292470548062148,1.0,0.0,0.012430939226519331,0.9000000000000001,1.0,0.23809523809523808,0.19802052252383381,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
0.0,0.08579335793357934,0.20611096220852318,0.07584626089803936,0.045774647887323945,0.15447570332480817,0.028457314028956567,0.005280528052805281,0.041436464088397795,0.10121457489878542,0.11447811447811447,0.08704663212435233,0.5006675431692754,0.015340799697761181,0.0,0.6000000000000001,0.4530386740331492,0.8,0.5625,0.047619047619047616,0.002608269899307949,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0,1
0.10526315789473684,0.05719557195571955,0.31198070222460467,0.14182800540297164,0.04440532081377152,0.16368286445012786,0.048641323728692676,0.09988998899889989,0.07031642390758414,0.19838056680161942,0.09978573614937251,0.15233160621761657,0.2750333662163562,0.033881988818616746,0.25,0.1,0.1430939226519337,0.9000000000000001,0.96875,0.42857142857142855,0.020362932959076367,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
0.05263157894736842,0.07933579335793357,0.07022246046636291,0.02296262944619541,0.05203442879499218,0.020460358056265983,0.18072890664003993,0.07854785478547854,0.05650426921145153,0.021997300944669364,0.16835016835016836,0.03774981495188749,0.2750333662163562,0.2087881749061861,1.0,0.0,0.027624309392265192,0.6,0.0,0.47619047619047616,0.059703414262762204,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
0.21052631578947367,0.03136531365313653,0.08335566872152239,0.15693176701731407,0.01564945226917058,0.0680306905370844,0.018115683617430996,0.027502750275027504,0.020341536916122553,0.050472334682861,0.049280685644322,0.07431532198371577,0.3030707463260457,0.04854347770807073,0.5,0.0,0.04281767955801105,0.9000000000000001,0.65625,0.23809523809523808,0.057755285977394995,0.5000000000000001,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.75,1,1
0.3684210526315789,0.038745387453874534,0.16188689359421066,0.3038352912283574,0.22535211267605634,0.42097186700767264,0.1656087297624991,0.4354235423542354,0.13510798593671522,0.055060728744939266,0.07254361799816345,0.1677276091783864,0.15620826487428574,0.1878930103640307,1.0,0.0,0.024585635359116023,0.9000000000000001,0.96875,0.8095238095238095,0.017757483016957204,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
